"Composite Scores For Private, Non-Profit and Proprietary Institutions with Fiscal Years Ending Between 7/1/2022 and 6/30/2023
Grouped by:  State, Institution Name
2513.0,04121800,Criswell College,Dallas,TX,75246-1537,45107.0,Non Profit,2.0
2514.0,04294900,CTK Healthcare & Career Institute,Irving,TX,75062-7861,44926.0,Proprietary,3.0
2515.0,03723300,Culinary Institute LeNotre,Houston,TX,77022-4322,44865.0,Proprietary,3.0
2516.0,04276400,Culinary School of Fort Worth (The),Fort Worth,TX,76116-4353,44926.0,Proprietary,3.0
2517.0,04187800,CyberTex Institute of Technology,Austin,TX,78752-3825,44926.0,Proprietary,2.1
2518.0,00356000,Dallas Baptist University,Dallas,TX,75211-9299,45077.0,Non Profit,2.3
2519.0,03682400,Dallas Barber & Stylist College,Dallas,TX,75243-6017,44926.0,Proprietary,1.6
2520.0,00694100,Dallas Christian College,Dallas,TX,75234-7229,45107.0,Non Profit,1.5
2521.0,01076100,Dallas Institute of Funeral Service,Dallas,TX,75227-4314,44926.0,Non Profit,3.0
2522.0,00356200,Dallas Theological Seminary,Dallas,TX,75204-6411,45107.0,Non Profit,3.0
2523.0,04283200,Deluxe Barber College,San Antonio,TX,78217-2118,44926.0,Proprietary,1.7
2524.0,04169100,Diamonds College,Sherman,TX,75090-2657,45107.0,Proprietary,2.1
2525.0,04154800,DuVall's School of Cosmetology,Bedford,TX,76021-4159,44926.0,Proprietary,2.2
2526.0,00356400,East Texas Baptist University,Marshall,TX,75670-1498,45077.0,Non Profit,1.7
2527.0,04302500,East Texas Cosmetology College,Lufkin,TX,75904-7137,44926.0,Proprietary,3.0
2528.0,00356600,Episcopal Theological Seminary of the Southwest (The),Austin,TX,78705-3128,45077.0,Non Profit,3.0
2529.0,04287200,Evvaylois Academy School of Beauty,Brenham,TX,77833-5873,44926.0,Non Profit,1.5
2530.0,02267100,Exposito School of Hair Design,Amarillo,TX,79109-3208,44926.0,Proprietary,3.0
2531.0,02306700,Fort Worth Beauty School,Granbury,TX,76048-7601,45016.0,Proprietary,2.1
2532.0,04275600,G.A. Beauty & Barber School,McAllen,TX,78501-3309,44926.0,Proprietary,2.4
2533.0,04215400,Grace School of Theology,The Woodlands,TX,77384-4894,45107.0,Non Profit,2.1
2534.0,01248800,Graduate America College,Garland,TX,75040-3294,45107.0,Proprietary,2.8
2535.0,04302400,Graham's Barber College,Dallas,TX,75215-1701,44926.0,Proprietary,2.4
2536.0,01050900,Hallmark University,San Antonio,TX,78251-4108,44926.0,Non Profit,1.5
2537.0,03970300,Hands On Therapy,Mesquite,TX,75149-2294,44926.0,Proprietary,1.8
2538.0,00357100,Hardin-Simmons University,Abilene,TX,79698-6050,45077.0,Non Profit,3.0
2539.0,04280900,Houston Barber School,Houston,TX,77073-4400,44926.0,Proprietary,3.0
2540.0,00357600,Houston Christian University,Houston,TX,77074-0000,45077.0,Non Profit,3.0
2541.0,02320200,Houston Graduate School of Theology,Houston,TX,77035-3602,45107.0,Non Profit,1.5
2542.0,02527500,Houston Training Schools,Houston,TX,77029-0000,44926.0,Proprietary,2.8
2543.0,00357500,Howard Payne University,Brownwood,TX,76801-2715,45077.0,Non Profit,3.0
2544.0,00357700,Huston - Tillotson University,Austin,TX,78702-2795,45107.0,Non Profit,2.7
2545.0,04296000,Institute of Allied Healthcare (The),San Antonio,TX,78230-0000,44926.0,Proprietary,2.8
2546.0,02331300,Interactive College of Technology,Pasadena,TX,77502-1201,44926.0,Proprietary,2.5
2547.0,04177900,Invictus Career College,Dallas,TX,75217-1775,44926.0,Proprietary,1.6
2548.0,00357900,Jacksonville College,Jacksonville,TX,75766-4759,44926.0,Non Profit,1.0
2549.0,00363700,Jarvis Christian University,Hawkins,TX,75765-1470,45107.0,Non Profit,2.8
2550.0,03680300,Jay's Technical Institute,Houston,TX,77071-3509,44926.0,Proprietary,-0.1
2551.0,02318200,KD Conservatory College of Film and Dramatic Arts,Dallas,TX,75207-2111,44926.0,Proprietary,-1.0
2552.0,03516300,King's University (The),Southlake,TX,76092-6507,45107.0,Non Profit,2.9
2553.0,01229700,Laredo Beauty College,Laredo,TX,78040-1051,44957.0,Proprietary,2.9
2554.0,04238200,Laredo CHI Academy Beauty School,Laredo,TX,78041-6540,44926.0,Proprietary,1.5
2555.0,04304600,Legends Barber College,Lufkin,TX,75904-3105,45107.0,Proprietary,2.7
2556.0,00358400,LeTourneau University,Longview,TX,75602-3564,45107.0,Non Profit,2.5
2557.0,00358600,Lubbock Christian University,Lubbock,TX,79407-2099,45107.0,Non Profit,2.2
2558.0,04125500,Manuel & Theresa's School of Hair Design,Bryan,TX,77803-3236,44926.0,Proprietary,2.0
2559.0,04270700,McAllen Careers Institute,McAllen,TX,78501-2702,44926.0,Proprietary,2.9
2560.0,00359100,McMurry University,Abilene,TX,79697-0001,45077.0,Non Profit,1.6
2561.0,04129800,MediaTech Institute,Dallas,TX,75234-5738,44926.0,Proprietary,1.9
2562.0,04296200,Mei Barber School,Brownsville,TX,78520-5472,44926.0,Proprietary,1.6
2563.0,03092600,Messenger College,Bedford,TX,76021-4299,45107.0,Non Profit,2.2
2564.0,04287300,Michael's Barber & Hair Stylist Academy,Irving,TX,75062-6016,44926.0,Proprietary,2.9
2565.0,03111000,Mid Cities Barber College,Grand Prairie,TX,75051-4892,44926.0,Proprietary,2.2
2566.0,04250800,Mission Beauty Institute,Mission,TX,78572-4404,44926.0,Proprietary,2.7
2567.0,04278400,Montana Barber Institute,El Paso,TX,79938-4655,44804.0,Proprietary,2.5
2568.0,04226400,MT Training Center,Grand Prairie,TX,75051-3542,44926.0,Proprietary,1.7
2569.0,04260900,Mystros Barber Academy,Houston,TX,77090-3300,44926.0,Non Profit,1.6
2570.0,04245800,Natural Images Beauty College,Clute,TX,77531-3603,44926.0,Proprietary,1.2
2571.0,04231200,NeeCee's Barber College,Abilene,TX,79602-7835,44926.0,Proprietary,3.0
2572.0,00361600,Nelson University,Waxahachie,TX,75165-2397,45077.0,Non Profit,1.9
2573.0,04179500,North American University,Stafford,TX,77477-2451,45107.0,Non Profit,2.2
2574.0,03303300,Northwest Educational Center,Houston,TX,77092-7055,44926.0,Proprietary,1.9
2575.0,03021500,Nuvani Institute,Eagle Pass,TX,78852-4859,44926.0,Proprietary,2.9
2576.0,03009400,Nuvani Institute,San Antonio,TX,78212-2840,44926.0,Proprietary,2.9
2577.0,00359500,Oblate School of Theology,San Antonio,TX,78216-6693,45107.0,Non Profit,2.2
2578.0,02600200,Ocean (The),Houston,TX,77099-3479,44926.0,Proprietary,2.0
2579.0,02230600,Ogle School Hair Skin Nails,Hurst,TX,76053-4650,44926.0,Proprietary,1.7
2580.0,01301600,Ogle School Hair Skin Nails,Arlington,TX,76013-7400,44926.0,Proprietary,1.7
2581.0,02230500,Ogle School Hair Skin Nails,Fort Worth,TX,76132-3638,44926.0,Proprietary,1.7
2582.0,02305300,Parker University,Dallas,TX,75229-5609,44804.0,Non Profit,3.0
2583.0,04125400,Paul Mitchell The School Austin,Austin,TX,78759-5690,44926.0,Proprietary,1.2
2584.0,01248300,Paul Mitchell The School Dallas,Carrollton,TX,75006-2567,44926.0,Proprietary,2.5
2585.0,02357700,Paul Mitchell the School Houston,Houston,TX,77043-3412,44926.0,Proprietary,2.7
2586.0,00360200,Paul Quinn College,Dallas,TX,75241-4398,45107.0,Non Profit,1.0
2587.0,03019800,PCI Health Training Center,Dallas,TX,75247-4720,44926.0,Proprietary,1.8
2588.0,04288900,Pearlands Innovative School of Beauty,Pearland,TX,77584-7891,44926.0,Proprietary,0.9
2589.0,04168700,Peloton College,Dallas,TX,75231-1077,44926.0,Proprietary,2.1
2590.0,02176100,Pipo Academy of Hair Design,El Paso,TX,79903-4331,44926.0,Proprietary,0.6
2591.0,04304400,Premier Barber School,Houston,TX,77088-2518,44926.0,Proprietary,2.4
2592.0,04293200,Professional Cosmetology Academy (The),Laredo,TX,78041-5930,45107.0,Proprietary,1.7
2593.0,04294300,RCCGNA Seminary,Greenville,TX,75401-7614,45107.0,Non Profit,3.0
2594.0,04248000,"Recording Conservatory of Austin, (The)",Austin,TX,78730-3004,44926.0,Proprietary,3.0
2595.0,03026500,Remington College,Garland,TX,75041-9935,45107.0,Non Profit,-1.0
2596.0,04193000,Rio Grande Valley College,Pharr,TX,78577-9627,44926.0,Proprietary,1.8
2597.0,04169000,Salon & Spa Institute,Brownsville,TX,78520-8809,44926.0,Proprietary,2.1
2598.0,04249300,Salon Boutique Academy,Addison,TX,75001-4399,44926.0,Proprietary,2.1
2599.0,04165800,Salon Professional Academy (The),Lewisville,TX,75067-2348,44926.0,Proprietary,0.0
2600.0,04276700,Salon Professional Academy (The),Georgetown,TX,78626-5470,44926.0,Proprietary,3.0
2601.0,04271700,Salon Professional Academy of San Antonio (The),San Antonio,TX,78232-2242,44926.0,Proprietary,1.5
2602.0,03032300,School of Automotive Machinists & Technology,Houston,TX,77055-1803,44926.0,Proprietary,0.5
2603.0,00361000,Schreiner University,Kerrville,TX,78028-5697,45077.0,Non Profit,2.2
2604.0,02521800,Seguin Beauty School,Seguin,TX,78155-5704,44926.0,Proprietary,3.0
2605.0,03922300,South Texas Barber College,Corpus Christi,TX,78415-3463,44926.0,Proprietary,3.0
2606.0,00497700,South Texas College of Law Houston,Houston,TX,77002-7006,45077.0,Non Profit,2.2
2607.0,04146800,South Texas Training Center,San Benito,TX,78586-7721,44926.0,Proprietary,3.0
2608.0,02548800,South Texas Vocational Technical Institute,Weslaco,TX,78599-4953,44926.0,Proprietary,1.5
2609.0,04036300,Southeast Texas Career Institute,Silsbee,TX,77656-8601,44926.0,Proprietary,3.0
2610.0,03035300,Southern Careers Institute,Austin,TX,78704-7667,44926.0,Proprietary,2.4
2611.0,00361300,Southern Methodist University,Dallas,TX,75275-0100,45077.0,Non Profit,3.0
2612.0,02218300,Southwest School of Business & Technical Careers,San Antonio,TX,78221-1038,44926.0,Proprietary,2.6
2613.0,04131700,Southwest University at El Paso,El Paso,TX,79925-6230,44926.0,Proprietary,0.4
2614.0,00361900,Southwestern Adventist University,Keene,TX,76059-1922,45107.0,Non Profit,3.0
2615.0,00361800,Southwestern Christian College,Terrell,TX,75160-3400,45107.0,Non Profit,2.6
2616.0,00362000,Southwestern University,Georgetown,TX,78626-6111,45107.0,Non Profit,2.7
2617.0,00362300,St. Mary's University,San Antonio,TX,78228-8500,45077.0,Non Profit,2.6
2618.0,04274500,Strand Institute of Beauty & Esthetics (The),Portland,TX,78374-1734,44926.0,Proprietary,2.9
2619.0,04158500,Texas Beauty College,Haltom City,TX,76117-3201,44926.0,Proprietary,2.8
2620.0,00363500,Texas Chiropractic College,Pasadena,TX,77505-1699,44804.0,Non Profit,2.3
2621.0,00363600,Texas Christian University,Fort Worth,TX,76129-0001,45077.0,Non Profit,3.0
2622.0,00363800,Texas College,Tyler,TX,75702-4500,45107.0,Non Profit,3.0
2623.0,03025000,Texas College of Cosmetology,Abilene,TX,79605-2001,44926.0,Proprietary,3.0
2624.0,03179500,Texas Health and Science University,Austin,TX,78704-6748,44926.0,Proprietary,-0.8
2625.0,03987300,Texas Health School,Houston,TX,77079-2106,44865.0,Proprietary,1.8
2626.0,04283100,Texas Healthtech Institute,Beaumont,TX,77707-2604,44926.0,Proprietary,2.3
2627.0,00364100,Texas Lutheran University,Seguin,TX,78155-5999,45077.0,Non Profit,2.2
2628.0,00364500,Texas Wesleyan University,Fort Worth,TX,76105-1536,45077.0,Non Profit,2.5
2629.0,03035200,Tint School of Makeup & Cosmetology,Grand Prairie,TX,75051-4891,44926.0,Proprietary,2.1
2630.0,03371300,TONI&GUY Hairdressing Academy,Plano,TX,75093-5235,44926.0,Proprietary,-1.0
2631.0,04300500,Top of the Line Barber School,San Antonio,TX,78218-2109,45046.0,Proprietary,2.0
2632.0,04215000,Total Transformation Institute of Cosmetology,San Marcos,TX,78666-8115,44926.0,Proprietary,1.6
2633.0,03714300,Trend Barber College,Houston,TX,77071-2104,44926.0,Proprietary,2.0
2634.0,00364700,Trinity University,San Antonio,TX,78212-7200,45077.0,Non Profit,3.0
2635.0,02224600,Tri-State Cosmetology Institute,El Paso,TX,77935-4904,45046.0,Proprietary,3.0
2636.0,02285900,UCAS University of Cosmetology Arts & Sciences,McAllen,TX,78504-0391,44926.0,Proprietary,2.6
2637.0,02326000,UCAS University of Cosmetology Arts & Sciences,San Antonio,TX,78201-6530,44926.0,Proprietary,3.0
2638.0,03011800,UCAS University of Cosmetology Arts & Sciences,San Antonio,TX,78214-9903,44926.0,Proprietary,3.0
2639.0,00365100,University of Dallas,Irving,TX,75062-4799,45077.0,Non Profit,2.2
2640.0,00358800,University of Mary Hardin-Baylor,Belton,TX,76513-2599,45077.0,Non Profit,3.0
2641.0,00357800,University of the Incarnate Word,San Antonio,TX,78209-6398,45077.0,Non Profit,2.2
2642.0,03612400,Valley Grande Institute for Academic Studies,Weslaco,TX,78596-0000,44926.0,Non Profit,0.5
2643.0,02144800,Vet Tech Institute of Houston,Houston,TX,77027-9881,45107.0,Proprietary,3.0
2644.0,01202000,Victoria Beauty and Barber College,Victoria,TX,77901-6233,44926.0,Proprietary,2.0
2645.0,04239700,Vocational Nursing Institute,Houston,TX,77065-5399,44926.0,Non Profit,-1.0
2646.0,04178200,Vogue College - San Antonio,San Antonio,TX,78201-5035,44926.0,Proprietary,2.7
2647.0,04178300,Vogue College of Cosmetology,San Antonio,TX,78238-4402,44926.0,Proprietary,2.5
2648.0,04178400,Vogue College of Cosmetology,McAllen,TX,78501-1945,44926.0,Proprietary,1.7
2649.0,04272600,Vogue International Academy,Houston,TX,77082-5300,44926.0,Proprietary,2.1
2650.0,01013000,Wade College,Dallas,TX,75207-3199,44926.0,Proprietary,1.9
2651.0,04205200,Wade Gordon Hairdressing Academy,Amarillo,TX,79109-1708,44926.0,Proprietary,2.8
2652.0,00366300,Wayland Baptist University,Plainview,TX,79072-6998,45107.0,Non Profit,3.0
2653.0,02098300,Western Technical College,El Paso,TX,79927-2105,44926.0,Proprietary,2.6
2654.0,00849800,William Edge Institute,New Braunfels,TX,78130-2773,44926.0,Proprietary,3.0
2655.0,00360400,William Marsh Rice University,Houston,TX,77005-1892,45107.0,Non Profit,2.2
2656.0,04231300,Yahweh Beauty Academy,Killeen,TX,76543-4153,44926.0,Proprietary,2.9
2657.0,04165500,Acaydia School of Aesthetics,Provo,UT,84604-0000,44926.0,Proprietary,1.5
2658.0,04169900,American Beauty Academy,Payson,UT,84651-0000,45046.0,Proprietary,2.5
2659.0,04072300,Aveda Institute Provo,Provo,UT,84601-1008,44926.0,Proprietary,2.4
2660.0,04192700,Barber School (The) by Tim Hite,Midvale,UT,84047-3723,44926.0,Proprietary,2.1
2661.0,04216800,Bonnie Joseph Academy of Cosmetology & Barbering,Heber City,UT,84032-2044,44926.0,Proprietary,2.6
2662.0,00367000,Brigham Young University,Provo,UT,84602-8406,44926.0,Non Profit,2.2
2663.0,03921300,Cameo College of Essential Beauty,Murray,UT,84107-6134,44926.0,Proprietary,3.0
2664.0,03463300,Careers Unlimited,Orem,UT,84058-4905,44926.0,Proprietary,2.2
2665.0,02078800,Collectiv Hair Dressing Academy,Sandy,UT,84094-8409,44926.0,Proprietary,1.6
2666.0,00367200,Ensign College,Salt Lake City,UT,84101-3500,44926.0,Non Profit,2.5
2667.0,04279900,Esteem Academy of Beauty,South Ogden,UT,84403-4374,45046.0,Proprietary,-0.6
2668.0,02573100,Evans Hairstyling College of Cedar City,Cedar City,UT,84720-2523,44926.0,Proprietary,1.5
2669.0,02572700,Evans Hairstyling College of St. George,St George,UT,84770-3021,44926.0,Proprietary,2.5
2670.0,03617300,Healing Mountain Massage School,Salt Lake City,UT,84102-4006,44926.0,Proprietary,3.0
2671.0,02270800,Joyce University of Nursing and Health Sciences,Draper,UT,84020-6545,44926.0,Proprietary,2.6
2672.0,04161900,Mandalyn Academy,American Fork,UT,84003-2161,44926.0,Proprietary,1.6
2673.0,04218300,Midwives College of Utah,Salt Lake City,UT,84106-2671,44926.0,Non Profit,2.9
2674.0,01009800,Neumont College of Computer Science,Salt Lake City,UT,84111-1917,44926.0,Proprietary,2.4
2675.0,03838300,Nightingale College,Salt Lake City,UT,84111-0000,44926.0,Proprietary,3.0
2676.0,04210300,NIMA National Institute of Medical Aesthetics,South Jordan,UT,84095-3519,44834.0,Proprietary,1.5
2677.0,03909300,Paul Mitchell the School Logan,Logan,UT,84341-0000,44926.0,Proprietary,2.2
2678.0,02556800,Paul Mitchell the School Salt Lake City,Salt Lake,UT,84117-7204,44926.0,Proprietary,2.2
2679.0,03110400,Paul Mitchell The School St. George,Saint George,UT,84770-5233,44926.0,Proprietary,2.2
2680.0,04153000,Renaissance Academie,Provo,UT,84604-0000,44926.0,Proprietary,2.8
2681.0,04193200,Rocky Mountain University of Health Professions,Provo,UT,84606-6101,44926.0,Proprietary,1.2
2682.0,04145500,Skin Science Institute of Laser & Esthetics,Sandy,UT,84094-0000,44773.0,Proprietary,2.2
2683.0,03829500,Skinworks School of Advanced Skincare,Salt Lake City,UT,84115-2844,44926.0,Proprietary,1.6
2684.0,04184200,Taylor Andrews Academy-St. George,Saint George,UT,84790-2636,44926.0,Proprietary,2.2
2685.0,04183000,Top Nails & Hair Beauty School,Taylorsville,UT,84118-0000,44926.0,Proprietary,2.4
2686.0,03339400,Western Governors University,Salt Lake City,UT,84107-2533,45107.0,Non Profit,2.7
2687.0,00368100,Westminster University,Salt Lake City,UT,84105-3697,45107.0,Non Profit,3.0
2688.0,04275300,Zion Massage College,St. George,UT,84770-8819,44926.0,Proprietary,1.5
2689.0,03127500,Advanced Technology Institute,Virginia Beach,VA,23462-2409,44926.0,Proprietary,1.8
2690.0,04276300,American Massage & Bodywork Institute,Vienna,VA,22182-2245,44926.0,Proprietary,1.5
2691.0,00372600,American National University,Salem,VA,24153-4524,44895.0,Proprietary,1.8
2692.0,04275900,Another Level Barbering and Cosmetology School,Petersburg,VA,23803-3245,44926.0,Proprietary,-0.4
2693.0,04180600,Appalachian College of Pharmacy,Oakwood,VA,24631-9210,45107.0,Non Profit,2.2
2694.0,03559300,Appalachian School of Law,Grundy,VA,24614-0000,45107.0,Non Profit,3.0
2695.0,04153800,Ascent College,Gainesville,VA,20155-3122,45107.0,Non Profit,2.4
2696.0,00953700,Asher Institute of Hampton,Hampton,VA,23666-4013,45107.0,Proprietary,1.6
2697.0,00370200,Averett University,Danville,VA,24541-3692,45107.0,Non Profit,2.2
2698.0,04038400,Avi Career Training,Great Falls,VA,22066-1839,44926.0,Proprietary,2.5
2699.0,03126300,Aviation Institute of Maintenance,Norfolk,VA,23518-3205,44926.0,Proprietary,2.7
2700.0,03883400,Aviation Institute of Maintenance,Manassas,VA,20109-4156,44926.0,Proprietary,2.7
2701.0,00370300,Bluefield University,Bluefield,VA,24605-1799,45107.0,Non Profit,3.0
2702.0,01004300,Bon Secours Memorial College of Nursing,Richmond,VA,23227-4612,44926.0,Non Profit,2.2
2703.0,02358500,Bon Secours St Mary's Hospital School of Medical Imaging,Richmond,VA,23227-4612,44926.0,Non Profit,2.2
2704.0,00370400,Bridgewater College,Bridgewater,VA,22812-1599,45107.0,Non Profit,2.2
2705.0,04137300,Cayce/Reilly School of Massage,Virginia Beach,VA,23451-2061,44926.0,Non Profit,1.6
2706.0,02175800,Centra College,Lynchburg,VA,24501-1109,44926.0,Non Profit,2.3
2707.0,02334400,Centura College,Chesapeake,VA,23320-2882,44926.0,Proprietary,2.7
2708.0,03409500,Chester Career College,Chester,VA,23836-2516,44926.0,Proprietary,2.4
2709.0,04220400,Chrysm Institute of Esthetics (The),Virginia Beach,VA,23452-8503,44926.0,Proprietary,1.9
2710.0,04127300,Columbia College,Vienna,VA,22182-2214,44926.0,Proprietary,3.0
2711.0,04269400,Crown Cutz Academy Bristol,Bristol,VA,24201-3323,44926.0,Proprietary,-0.8
2712.0,04238700,Dermal Science International Aesthetics & Nail Academy,Reston,VA,20190-5226,44926.0,Proprietary,2.1
2713.0,03872400,Divine Mercy University,Sterling,VA,20166-3609,45107.0,Non Profit,2.1
2714.0,00370800,Eastern Mennonite University,Harrisonburg,VA,22802-2462,45107.0,Non Profit,2.2
2715.0,03654300,Eastern Virginia Career College,Fredericksburg,VA,22408-8605,44926.0,Proprietary,1.5
2716.0,01019800,ECPI University,Virginia Beach,VA,23462-6542,44926.0,Proprietary,2.1
2717.0,03709300,Edward Via Virginia College of Osteopathic Medicine,Blacksburg,VA,24060-6360,45107.0,Non Profit,3.0
2718.0,00370900,Emory & Henry University,Emory,VA,24327-0010,45107.0,Non Profit,2.8
2719.0,04267700,Esthetic Institute (The),Vienna,VA,22182-3818,44926.0,Proprietary,2.2
2720.0,04144000,Fairfax University of America,Fairfax,VA,22030-0000,44926.0,Non Profit,2.3
2721.0,00371100,Ferrum College,Ferrum,VA,24088-2612,45107.0,Non Profit,2.7
2722.0,00371300,Hampden Sydney College,Hampden Sydney,VA,23943-0128,45107.0,Non Profit,3.0
2723.0,00371400,Hampton University,Hampton,VA,23668-0099,45107.0,Non Profit,2.3
2724.0,00371500,Hollins University,Roanoke,VA,24019-4421,45107.0,Non Profit,2.8
2725.0,04156200,Institute of Advanced Medical Esthetics,Ashland,VA,23005-2111,44926.0,Proprietary,3.0
